country,year,month,mean_temp
congo(democratic),1927,08_Aug,23.43
congo(democratic),1927,09_Sep,24.03
congo(democratic),1927,10_Oct,24.23
congo(democratic),1927,11_Nov,24.08
congo(democratic),1927,12_Dec,23.97
congo(democratic),1928,01_Jan,24.2
congo(democratic),1928,02_Feb,24.6
congo(democratic),1928,03_Mar,24.74
congo(democratic),1928,04_Apr,24.57
congo(democratic),1928,05_May,24.24
congo(democratic),1928,06_Jun,23.41
congo(democratic),1928,07_Jul,22.77
congo(democratic),1928,08_Aug,23.43
congo(democratic),1928,09_Sep,24.12
congo(democratic),1928,10_Oct,24.31
congo(democratic),1928,11_Nov,24.14
congo(democratic),1928,12_Dec,23.98
congo(democratic),1929,01_Jan,24.09
congo(democratic),1929,02_Feb,24.5
congo(democratic),1929,03_Mar,24.62
congo(democratic),1929,04_Apr,24.43
congo(democratic),1929,05_May,23.97
congo(democratic),1929,06_Jun,23.33
congo(democratic),1929,07_Jul,22.79
congo(democratic),1929,08_Aug,23.36
congo(democratic),1929,09_Sep,24.02
congo(democratic),1929,10_Oct,24.24
congo(democratic),1929,11_Nov,24.08
congo(democratic),1929,12_Dec,23.85
congo(democratic),1930,01_Jan,24.08
congo(democratic),1930,02_Feb,24.51
congo(democratic),1930,03_Mar,24.61
congo(democratic),1930,04_Apr,24.41
congo(democratic),1930,05_May,24.11
congo(democratic),1930,06_Jun,23.26
congo(democratic),1930,07_Jul,22.77
congo(democratic),1930,08_Aug,23.4
congo(democratic),1930,09_Sep,23.99
congo(democratic),1930,10_Oct,24.19
congo(democratic),1930,11_Nov,24.09
congo(democratic),1930,12_Dec,23.93
congo(democratic),1931,01_Jan,24.16
congo(democratic),1931,02_Feb,24.72
congo(democratic),1931,03_Mar,24.54
congo(democratic),1931,04_Apr,24.48
congo(democratic),1931,05_May,24.28
congo(democratic),1931,06_Jun,23.43
congo(democratic),1931,07_Jul,22.86
congo(democratic),1931,08_Aug,23.57
congo(democratic),1931,09_Sep,24.06
congo(democratic),1931,10_Oct,24.38
congo(democratic),1931,11_Nov,24.05
congo(democratic),1931,12_Dec,23.64
congo(democratic),1932,01_Jan,24.15
congo(democratic),1932,02_Feb,24.34
congo(democratic),1932,03_Mar,24.63
congo(democratic),1932,04_Apr,24.42
congo(democratic),1932,05_May,23.88
congo(democratic),1932,06_Jun,23.28
congo(democratic),1932,07_Jul,22.74
congo(democratic),1932,08_Aug,23.39
congo(democratic),1932,09_Sep,24.11
congo(democratic),1932,10_Oct,24.29
congo(democratic),1932,11_Nov,24.29
congo(democratic),1932,12_Dec,23.78
congo(democratic),1933,01_Jan,24.08
congo(democratic),1933,02_Feb,24.27
congo(democratic),1933,03_Mar,24.64
congo(democratic),1933,04_Apr,24.51
congo(democratic),1933,05_May,24.3
congo(democratic),1933,06_Jun,23.48
congo(democratic),1933,07_Jul,22.86
congo(democratic),1933,08_Aug,23.41
congo(democratic),1933,09_Sep,23.8
congo(democratic),1933,10_Oct,24.1
congo(democratic),1933,11_Nov,24.19
congo(democratic),1933,12_Dec,23.72
congo(democratic),1934,01_Jan,24.02
congo(democratic),1934,02_Feb,24.27
congo(democratic),1934,03_Mar,24.54
congo(democratic),1934,04_Apr,24.42
congo(democratic),1934,05_May,24.42
congo(democratic),1934,06_Jun,23.41
congo(democratic),1934,07_Jul,22.89
congo(democratic),1934,08_Aug,23.54
congo(democratic),1934,09_Sep,23.94
congo(democratic),1934,10_Oct,24.12
congo(democratic),1934,11_Nov,23.9
congo(democratic),1934,12_Dec,23.71
congo(democratic),1935,01_Jan,24.15
congo(democratic),1935,02_Feb,24.28
congo(democratic),1935,03_Mar,24.52
congo(democratic),1935,04_Apr,24.38
congo(democratic),1935,05_May,24.23
congo(democratic),1935,06_Jun,23.34
congo(democratic),1935,07_Jul,22.76
congo(democratic),1935,08_Aug,23.28
congo(democratic),1935,09_Sep,24.12
congo(democratic),1935,10_Oct,24.32
congo(democratic),1935,11_Nov,24.22
congo(democratic),1935,12_Dec,23.83
congo(democratic),1936,01_Jan,24.05
congo(democratic),1936,02_Feb,24.37
congo(democratic),1936,03_Mar,24.37
congo(democratic),1936,04_Apr,24.34
congo(democratic),1936,05_May,24.17
congo(democratic),1936,06_Jun,23.25
congo(democratic),1936,07_Jul,22.84
congo(democratic),1936,08_Aug,23.32
congo(democratic),1936,09_Sep,23.91
congo(democratic),1936,10_Oct,24.33
congo(democratic),1936,11_Nov,24.3
congo(democratic),1936,12_Dec,23.78
congo(democratic),1937,01_Jan,24.16
congo(democratic),1937,02_Feb,24.44
congo(democratic),1937,03_Mar,24.62
congo(democratic),1937,04_Apr,24.51
congo(democratic),1937,05_May,24.12
congo(democratic),1937,06_Jun,23.24
congo(democratic),1937,07_Jul,22.72
congo(democratic),1937,08_Aug,23.19
congo(democratic),1937,09_Sep,24.0
congo(democratic),1937,10_Oct,24.1
congo(democratic),1937,11_Nov,24.13
congo(democratic),1937,12_Dec,23.78
congo(democratic),1938,01_Jan,24.19
congo(democratic),1938,02_Feb,24.41
congo(democratic),1938,03_Mar,24.55
congo(democratic),1938,04_Apr,24.57
congo(democratic),1938,05_May,24.22
congo(democratic),1938,06_Jun,23.35
congo(democratic),1938,07_Jul,22.91
congo(democratic),1938,08_Aug,23.46
congo(democratic),1938,09_Sep,24.06
congo(democratic),1938,10_Oct,24.24
congo(democratic),1938,11_Nov,24.02
congo(democratic),1938,12_Dec,23.83
congo(democratic),1939,01_Jan,24.15
congo(democratic),1939,02_Feb,24.48
congo(democratic),1939,03_Mar,24.39
congo(democratic),1939,04_Apr,24.45
congo(democratic),1939,05_May,24.34
congo(democratic),1939,06_Jun,23.26
congo(democratic),1939,07_Jul,22.96
congo(democratic),1939,08_Aug,23.56
congo(democratic),1939,09_Sep,23.91
congo(democratic),1939,10_Oct,24.24
congo(democratic),1939,11_Nov,24.0
congo(democratic),1939,12_Dec,23.89
congo(democratic),1940,01_Jan,24.15
congo(democratic),1940,02_Feb,24.45
congo(democratic),1940,03_Mar,24.61
congo(democratic),1940,04_Apr,24.5
congo(democratic),1940,05_May,24.16
congo(democratic),1940,06_Jun,23.56
congo(democratic),1940,07_Jul,22.81
congo(democratic),1940,08_Aug,23.63
congo(democratic),1940,09_Sep,24.27
congo(democratic),1940,10_Oct,24.24
congo(democratic),1940,11_Nov,24.08
congo(democratic),1940,12_Dec,24.1
congo(democratic),1941,01_Jan,24.75
congo(democratic),1941,02_Feb,25.36
congo(democratic),1941,03_Mar,25.23
congo(democratic),1941,04_Apr,25.21
congo(democratic),1941,05_May,24.54
congo(democratic),1941,06_Jun,23.69
congo(democratic),1941,07_Jul,22.77
congo(democratic),1941,08_Aug,23.79
congo(democratic),1941,09_Sep,24.43
congo(democratic),1941,10_Oct,24.88
congo(democratic),1941,11_Nov,24.17
congo(democratic),1941,12_Dec,24.07
congo(democratic),1942,01_Jan,24.7
congo(democratic),1942,02_Feb,25.28
congo(democratic),1942,03_Mar,25.09
congo(democratic),1942,04_Apr,25.07
congo(democratic),1942,05_May,24.38
congo(democratic),1942,06_Jun,23.69
congo(democratic),1942,07_Jul,22.75
congo(democratic),1942,08_Aug,23.37
congo(democratic),1942,09_Sep,24.05
congo(democratic),1942,10_Oct,24.33
congo(democratic),1942,11_Nov,24.34
congo(democratic),1942,12_Dec,23.92
congo(democratic),1943,01_Jan,24.37
congo(democratic),1943,02_Feb,24.26
congo(democratic),1943,03_Mar,24.41
congo(democratic),1943,04_Apr,24.52
congo(democratic),1943,05_May,24.06
congo(democratic),1943,06_Jun,22.83
congo(democratic),1943,07_Jul,22.52
congo(democratic),1943,08_Aug,23.26
congo(democratic),1943,09_Sep,23.91
congo(democratic),1943,10_Oct,24.42
congo(democratic),1943,11_Nov,24.19
congo(democratic),1943,12_Dec,24.4
congo(democratic),1944,01_Jan,24.38
congo(democratic),1944,02_Feb,24.45
congo(democratic),1944,03_Mar,24.21
congo(democratic),1944,04_Apr,24.64
congo(democratic),1944,05_May,24.24
congo(democratic),1944,06_Jun,23.92
congo(democratic),1944,07_Jul,23.14
congo(democratic),1944,08_Aug,23.73
congo(democratic),1944,09_Sep,24.19
congo(democratic),1944,10_Oct,24.39
congo(democratic),1944,11_Nov,24.09
congo(democratic),1944,12_Dec,24.24
congo(democratic),1945,01_Jan,24.58
congo(democratic),1945,02_Feb,24.4
congo(democratic),1945,03_Mar,24.93
congo(democratic),1945,04_Apr,24.77
congo(democratic),1945,05_May,24.09
congo(democratic),1945,06_Jun,23.08
congo(democratic),1945,07_Jul,22.98
congo(democratic),1945,08_Aug,23.3
congo(democratic),1945,09_Sep,24.02
congo(democratic),1945,10_Oct,24.44
congo(democratic),1945,11_Nov,24.1
congo(democratic),1945,12_Dec,24.01
congo(democratic),1946,01_Jan,24.69
congo(democratic),1946,02_Feb,24.96
congo(democratic),1946,03_Mar,24.74
congo(democratic),1946,04_Apr,24.58
congo(democratic),1946,05_May,24.31
congo(democratic),1946,06_Jun,23.34
congo(democratic),1946,07_Jul,22.57
congo(democratic),1946,08_Aug,22.95
congo(democratic),1946,09_Sep,24.01
congo(democratic),1946,10_Oct,24.31
congo(democratic),1946,11_Nov,23.96
congo(democratic),1946,12_Dec,24.09
congo(democratic),1947,01_Jan,24.45
congo(democratic),1947,02_Feb,24.57
congo(democratic),1947,03_Mar,24.77
congo(democratic),1947,04_Apr,24.48
congo(democratic),1947,05_May,24.47
congo(democratic),1947,06_Jun,23.59
congo(democratic),1947,07_Jul,22.68
congo(democratic),1947,08_Aug,23.61
congo(democratic),1947,09_Sep,24.03
congo(democratic),1947,10_Oct,24.49
congo(democratic),1947,11_Nov,24.33
congo(democratic),1947,12_Dec,23.93
congo(democratic),1948,01_Jan,24.16
congo(democratic),1948,02_Feb,24.48
congo(democratic),1948,03_Mar,24.4
congo(democratic),1948,04_Apr,24.46
congo(democratic),1948,05_May,24.48
congo(democratic),1948,06_Jun,23.34
congo(democratic),1948,07_Jul,22.57
congo(democratic),1948,08_Aug,23.35
congo(democratic),1948,09_Sep,24.05
congo(democratic),1948,10_Oct,24.22
congo(democratic),1948,11_Nov,24.05
congo(democratic),1948,12_Dec,24.12
congo(democratic),1949,01_Jan,24.78
congo(democratic),1949,02_Feb,24.42
congo(democratic),1949,03_Mar,25.0
congo(democratic),1949,04_Apr,24.99
congo(democratic),1949,05_May,24.62
congo(democratic),1949,06_Jun,23.55
congo(democratic),1949,07_Jul,23.02
congo(democratic),1949,08_Aug,23.73
congo(democratic),1949,09_Sep,24.33
congo(democratic),1949,10_Oct,24.52
congo(democratic),1949,11_Nov,24.4
congo(democratic),1949,12_Dec,23.92
congo(democratic),1950,01_Jan,24.21
congo(democratic),1950,02_Feb,24.26
congo(democratic),1950,03_Mar,24.6
congo(democratic),1950,04_Apr,24.61
congo(democratic),1950,05_May,24.01
congo(democratic),1950,06_Jun,23.55
congo(democratic),1950,07_Jul,22.72
congo(democratic),1950,08_Aug,23.09
congo(democratic),1950,09_Sep,23.77
congo(democratic),1950,10_Oct,23.69
congo(democratic),1950,11_Nov,24.01
congo(democratic),1950,12_Dec,24.0
congo(democratic),1951,01_Jan,23.98
congo(democratic),1951,02_Feb,23.85
congo(democratic),1951,03_Mar,24.44
congo(democratic),1951,04_Apr,24.82
congo(democratic),1951,05_May,24.43
congo(democratic),1951,06_Jun,23.36
congo(democratic),1951,07_Jul,22.7
congo(democratic),1951,08_Aug,23.59
congo(democratic),1951,09_Sep,24.2
congo(democratic),1951,10_Oct,24.2
congo(democratic),1951,11_Nov,24.02
congo(democratic),1951,12_Dec,23.45
congo(democratic),1952,01_Jan,25.0
congo(democratic),1952,02_Feb,24.58
congo(democratic),1952,03_Mar,24.92
congo(democratic),1952,04_Apr,24.7
congo(democratic),1952,05_May,24.19
congo(democratic),1952,06_Jun,23.48
congo(democratic),1952,07_Jul,22.79
congo(democratic),1952,08_Aug,23.44
congo(democratic),1952,09_Sep,23.93
congo(democratic),1952,10_Oct,24.25
congo(democratic),1952,11_Nov,23.84
congo(democratic),1952,12_Dec,24.21
congo(democratic),1953,01_Jan,24.49
congo(democratic),1953,02_Feb,24.49
congo(democratic),1953,03_Mar,24.78
congo(democratic),1953,04_Apr,24.57
congo(democratic),1953,05_May,24.45
congo(democratic),1953,06_Jun,22.97
congo(democratic),1953,07_Jul,22.74
congo(democratic),1953,08_Aug,23.37
congo(democratic),1953,09_Sep,24.02
congo(democratic),1953,10_Oct,24.19
congo(democratic),1953,11_Nov,24.12
congo(democratic),1953,12_Dec,23.91
congo(democratic),1954,01_Jan,24.3
congo(democratic),1954,02_Feb,24.3
congo(democratic),1954,03_Mar,24.69
congo(democratic),1954,04_Apr,24.35
congo(democratic),1954,05_May,24.13
congo(democratic),1954,06_Jun,22.91
congo(democratic),1954,07_Jul,22.24
congo(democratic),1954,08_Aug,23.14
congo(democratic),1954,09_Sep,24.09
congo(democratic),1954,10_Oct,24.12
congo(democratic),1954,11_Nov,23.91
congo(democratic),1954,12_Dec,23.59
congo(democratic),1955,01_Jan,24.01
congo(democratic),1955,02_Feb,24.27
congo(democratic),1955,03_Mar,24.37
congo(democratic),1955,04_Apr,24.14
congo(democratic),1955,05_May,24.12
congo(democratic),1955,06_Jun,23.12
congo(democratic),1955,07_Jul,22.64
congo(democratic),1955,08_Aug,23.01
congo(democratic),1955,09_Sep,23.63
congo(democratic),1955,10_Oct,24.21
congo(democratic),1955,11_Nov,24.19
congo(democratic),1955,12_Dec,23.38
congo(democratic),1956,01_Jan,23.42
congo(democratic),1956,02_Feb,24.19
congo(democratic),1956,03_Mar,24.29
congo(democratic),1956,04_Apr,24.12
congo(democratic),1956,05_May,24.05
congo(democratic),1956,06_Jun,23.03
congo(democratic),1956,07_Jul,22.47
congo(democratic),1956,08_Aug,23.36
congo(democratic),1956,09_Sep,23.97
congo(democratic),1956,10_Oct,24.04
congo(democratic),1956,11_Nov,24.1
congo(democratic),1956,12_Dec,23.59
congo(democratic),1957,01_Jan,23.89
congo(democratic),1957,02_Feb,23.96
congo(democratic),1957,03_Mar,24.18
congo(democratic),1957,04_Apr,24.36
congo(democratic),1957,05_May,24.38
congo(democratic),1957,06_Jun,23.29
congo(democratic),1957,07_Jul,23.21
congo(democratic),1957,08_Aug,23.73
congo(democratic),1957,09_Sep,24.47
congo(democratic),1957,10_Oct,24.23
congo(democratic),1957,11_Nov,24.67
congo(democratic),1957,12_Dec,24.08
congo(democratic),1958,01_Jan,24.94
congo(democratic),1958,02_Feb,24.36
congo(democratic),1958,03_Mar,25.3
congo(democratic),1958,04_Apr,25.19
congo(democratic),1958,05_May,24.55
congo(democratic),1958,06_Jun,23.18
congo(democratic),1958,07_Jul,22.48
congo(democratic),1958,08_Aug,23.31
congo(democratic),1958,09_Sep,24.47
congo(democratic),1958,10_Oct,24.39
congo(democratic),1958,11_Nov,24.49
congo(democratic),1958,12_Dec,24.25
congo(democratic),1959,01_Jan,24.58
congo(democratic),1959,02_Feb,24.22
congo(democratic),1959,03_Mar,24.66
congo(democratic),1959,04_Apr,24.68
congo(democratic),1959,05_May,24.49
congo(democratic),1959,06_Jun,23.32
congo(democratic),1959,07_Jul,23.09
congo(democratic),1959,08_Aug,23.47
congo(democratic),1959,09_Sep,23.84
congo(democratic),1959,10_Oct,24.05
congo(democratic),1959,11_Nov,23.92
congo(democratic),1959,12_Dec,23.98
congo(democratic),1960,01_Jan,23.9
congo(democratic),1960,02_Feb,24.1
congo(democratic),1960,03_Mar,24.19
congo(democratic),1960,04_Apr,24.21
congo(democratic),1960,05_May,24.17
congo(democratic),1960,06_Jun,23.48
congo(democratic),1960,07_Jul,22.64
congo(democratic),1960,08_Aug,23.78
congo(democratic),1960,09_Sep,23.98
congo(democratic),1960,10_Oct,24.18
congo(democratic),1960,11_Nov,24.0
congo(democratic),1960,12_Dec,24.36
congo(democratic),1961,01_Jan,24.27
congo(democratic),1961,02_Feb,23.91
congo(democratic),1961,03_Mar,24.64
congo(democratic),1961,04_Apr,24.57
congo(democratic),1961,05_May,24.75
congo(democratic),1961,06_Jun,23.28
congo(democratic),1961,07_Jul,22.74
congo(democratic),1961,08_Aug,23.04
congo(democratic),1961,09_Sep,23.83
congo(democratic),1961,10_Oct,24.14
congo(democratic),1961,11_Nov,23.58
congo(democratic),1961,12_Dec,23.41
congo(democratic),1962,01_Jan,23.52
congo(democratic),1962,02_Feb,24.42
congo(democratic),1962,03_Mar,24.45
congo(democratic),1962,04_Apr,24.47
congo(democratic),1962,05_May,23.98
congo(democratic),1962,06_Jun,23.16
congo(democratic),1962,07_Jul,22.91
congo(democratic),1962,08_Aug,23.36
congo(democratic),1962,09_Sep,24.02
congo(democratic),1962,10_Oct,23.99
congo(democratic),1962,11_Nov,24.07
congo(democratic),1962,12_Dec,23.91
congo(democratic),1963,01_Jan,24.04
congo(democratic),1963,02_Feb,24.48
congo(democratic),1963,03_Mar,24.39
congo(democratic),1963,04_Apr,24.24
congo(democratic),1963,05_May,24.01
congo(democratic),1963,06_Jun,23.38
congo(democratic),1963,07_Jul,22.98
congo(democratic),1963,08_Aug,23.4
congo(democratic),1963,09_Sep,24.36
congo(democratic),1963,10_Oct,24.28
congo(democratic),1963,11_Nov,23.75
congo(democratic),1963,12_Dec,23.88
congo(democratic),1964,01_Jan,24.54
congo(democratic),1964,02_Feb,24.58
congo(democratic),1964,03_Mar,24.96
congo(democratic),1964,04_Apr,24.37
congo(democratic),1964,05_May,24.2
congo(democratic),1964,06_Jun,23.21
congo(democratic),1964,07_Jul,22.39
congo(democratic),1964,08_Aug,23.17
congo(democratic),1964,09_Sep,23.67
congo(democratic),1964,10_Oct,23.77
congo(democratic),1964,11_Nov,23.81
congo(democratic),1964,12_Dec,23.62
congo(democratic),1965,01_Jan,23.93
congo(democratic),1965,02_Feb,24.01
congo(democratic),1965,03_Mar,24.45
congo(democratic),1965,04_Apr,24.26
congo(democratic),1965,05_May,24.28
congo(democratic),1965,06_Jun,23.4
congo(democratic),1965,07_Jul,22.83
congo(democratic),1965,08_Aug,23.41
congo(democratic),1965,09_Sep,24.01
congo(democratic),1965,10_Oct,24.14
congo(democratic),1965,11_Nov,24.26
congo(democratic),1965,12_Dec,23.99
congo(democratic),1966,01_Jan,24.47
congo(democratic),1966,02_Feb,24.61
congo(democratic),1966,03_Mar,24.63
congo(democratic),1966,04_Apr,24.37
congo(democratic),1966,05_May,24.55
congo(democratic),1966,06_Jun,23.58
congo(democratic),1966,07_Jul,23.06
congo(democratic),1966,08_Aug,23.58
congo(democratic),1966,09_Sep,24.02
congo(democratic),1966,10_Oct,24.23
congo(democratic),1966,11_Nov,24.05
congo(democratic),1966,12_Dec,23.87
congo(democratic),1967,01_Jan,23.97
congo(democratic),1967,02_Feb,24.46
congo(democratic),1967,03_Mar,24.46
congo(democratic),1967,04_Apr,24.76
congo(democratic),1967,05_May,24.16
congo(democratic),1967,06_Jun,23.32
congo(democratic),1967,07_Jul,22.38
congo(democratic),1967,08_Aug,23.07
congo(democratic),1967,09_Sep,23.76
congo(democratic),1967,10_Oct,24.12
congo(democratic),1967,11_Nov,23.74
congo(democratic),1967,12_Dec,23.76
congo(democratic),1968,01_Jan,23.92
congo(democratic),1968,02_Feb,24.12
congo(democratic),1968,03_Mar,24.09
congo(democratic),1968,04_Apr,24.32
congo(democratic),1968,05_May,24.03
congo(democratic),1968,06_Jun,22.9
congo(democratic),1968,07_Jul,22.65
congo(democratic),1968,08_Aug,23.55
congo(democratic),1968,09_Sep,24.09
congo(democratic),1968,10_Oct,24.21
congo(democratic),1968,11_Nov,24.07
congo(democratic),1968,12_Dec,23.95
congo(democratic),1969,01_Jan,24.05
congo(democratic),1969,02_Feb,24.7
congo(democratic),1969,03_Mar,24.96
congo(democratic),1969,04_Apr,25.07
congo(democratic),1969,05_May,24.6
congo(democratic),1969,06_Jun,23.67
congo(democratic),1969,07_Jul,22.97
congo(democratic),1969,08_Aug,23.59
congo(democratic),1969,09_Sep,24.2
congo(democratic),1969,10_Oct,24.43
congo(democratic),1969,11_Nov,24.28
congo(democratic),1969,12_Dec,24.16
congo(democratic),1970,01_Jan,24.3
congo(democratic),1970,02_Feb,24.97
congo(democratic),1970,03_Mar,24.75
congo(democratic),1970,04_Apr,24.92
congo(democratic),1970,05_May,24.48
congo(democratic),1970,06_Jun,23.61
congo(democratic),1970,07_Jul,23.11
congo(democratic),1970,08_Aug,23.42
congo(democratic),1970,09_Sep,24.07
congo(democratic),1970,10_Oct,24.38
congo(democratic),1970,11_Nov,24.01
congo(democratic),1970,12_Dec,23.67
congo(democratic),1971,01_Jan,23.85
congo(democratic),1971,02_Feb,24.24
congo(democratic),1971,03_Mar,24.63
congo(democratic),1971,04_Apr,24.3
congo(democratic),1971,05_May,24.26
congo(democratic),1971,06_Jun,23.24
congo(democratic),1971,07_Jul,22.87
congo(democratic),1971,08_Aug,23.18
congo(democratic),1971,09_Sep,23.7
congo(democratic),1971,10_Oct,23.98
congo(democratic),1971,11_Nov,23.72
congo(democratic),1971,12_Dec,23.38
congo(democratic),1972,01_Jan,24.02
congo(democratic),1972,02_Feb,24.09
congo(democratic),1972,03_Mar,24.53
congo(democratic),1972,04_Apr,24.24
congo(democratic),1972,05_May,24.48
congo(democratic),1972,06_Jun,22.93
congo(democratic),1972,07_Jul,23.15
congo(democratic),1972,08_Aug,23.38
congo(democratic),1972,09_Sep,24.19
congo(democratic),1972,10_Oct,24.25
congo(democratic),1972,11_Nov,23.93
congo(democratic),1972,12_Dec,24.22
congo(democratic),1973,01_Jan,24.58
congo(democratic),1973,02_Feb,25.09
congo(democratic),1973,03_Mar,25.15
congo(democratic),1973,04_Apr,24.56
congo(democratic),1973,05_May,24.26
congo(democratic),1973,06_Jun,23.4
congo(democratic),1973,07_Jul,22.88
congo(democratic),1973,08_Aug,23.34
congo(democratic),1973,09_Sep,24.01
congo(democratic),1973,10_Oct,24.26
congo(democratic),1973,11_Nov,23.77
congo(democratic),1973,12_Dec,23.57
congo(democratic),1974,01_Jan,23.66
congo(democratic),1974,02_Feb,24.29
congo(democratic),1974,03_Mar,24.37
congo(democratic),1974,04_Apr,24.24
congo(democratic),1974,05_May,23.57
congo(democratic),1974,06_Jun,23.07
congo(democratic),1974,07_Jul,22.54
congo(democratic),1974,08_Aug,23.48
congo(democratic),1974,09_Sep,23.55
congo(democratic),1974,10_Oct,24.16
congo(democratic),1974,11_Nov,23.82
congo(democratic),1974,12_Dec,23.46
congo(democratic),1975,01_Jan,23.66
congo(democratic),1975,02_Feb,24.24
congo(democratic),1975,03_Mar,24.52
congo(democratic),1975,04_Apr,24.38
congo(democratic),1975,05_May,24.21
congo(democratic),1975,06_Jun,23.17
congo(democratic),1975,07_Jul,22.62
congo(democratic),1975,08_Aug,22.97
congo(democratic),1975,09_Sep,23.5
congo(democratic),1975,10_Oct,23.72
congo(democratic),1975,11_Nov,23.99
congo(democratic),1975,12_Dec,23.39
congo(democratic),1976,01_Jan,23.86
congo(democratic),1976,02_Feb,23.98
congo(democratic),1976,03_Mar,24.26
congo(democratic),1976,04_Apr,24.15
congo(democratic),1976,05_May,23.93
congo(democratic),1976,06_Jun,22.98
congo(democratic),1976,07_Jul,22.54
congo(democratic),1976,08_Aug,22.89
congo(democratic),1976,09_Sep,24.16
congo(democratic),1976,10_Oct,24.27
congo(democratic),1976,11_Nov,23.98
congo(democratic),1976,12_Dec,24.0
congo(democratic),1977,01_Jan,24.08
congo(democratic),1977,02_Feb,24.54
congo(democratic),1977,03_Mar,24.73
congo(democratic),1977,04_Apr,24.55
congo(democratic),1977,05_May,24.44
congo(democratic),1977,06_Jun,23.18
congo(democratic),1977,07_Jul,22.95
congo(democratic),1977,08_Aug,23.64
congo(democratic),1977,09_Sep,24.36
congo(democratic),1977,10_Oct,24.51
congo(democratic),1977,11_Nov,24.03
congo(democratic),1977,12_Dec,23.94
congo(democratic),1978,01_Jan,24.33
congo(democratic),1978,02_Feb,24.93
congo(democratic),1978,03_Mar,24.73
congo(democratic),1978,04_Apr,24.47
congo(democratic),1978,05_May,24.15
congo(democratic),1978,06_Jun,23.06
congo(democratic),1978,07_Jul,22.61
congo(democratic),1978,08_Aug,23.6
congo(democratic),1978,09_Sep,24.26
congo(democratic),1978,10_Oct,24.34
congo(democratic),1978,11_Nov,23.91
congo(democratic),1978,12_Dec,23.97
congo(democratic),1979,01_Jan,24.53
congo(democratic),1979,02_Feb,24.34
congo(democratic),1979,03_Mar,24.66
congo(democratic),1979,04_Apr,24.62
congo(democratic),1979,05_May,24.17
congo(democratic),1979,06_Jun,23.09
congo(democratic),1979,07_Jul,23.02
congo(democratic),1979,08_Aug,23.78
congo(democratic),1979,09_Sep,24.14
congo(democratic),1979,10_Oct,24.43
congo(democratic),1979,11_Nov,24.4
congo(democratic),1979,12_Dec,24.02
congo(democratic),1980,01_Jan,24.58
congo(democratic),1980,02_Feb,24.93
congo(democratic),1980,03_Mar,24.82
congo(democratic),1980,04_Apr,25.02
congo(democratic),1980,05_May,24.24
congo(democratic),1980,06_Jun,23.14
congo(democratic),1980,07_Jul,22.59
congo(democratic),1980,08_Aug,23.55
congo(democratic),1980,09_Sep,24.35
congo(democratic),1980,10_Oct,24.13
congo(democratic),1980,11_Nov,24.13
congo(democratic),1980,12_Dec,24.06
congo(democratic),1981,01_Jan,24.2
congo(democratic),1981,02_Feb,24.71
congo(democratic),1981,03_Mar,24.72
congo(democratic),1981,04_Apr,24.91
congo(democratic),1981,05_May,24.29
congo(democratic),1981,06_Jun,23.33
congo(democratic),1981,07_Jul,22.51
congo(democratic),1981,08_Aug,23.62
congo(democratic),1981,09_Sep,24.1
congo(democratic),1981,10_Oct,24.38
congo(democratic),1981,11_Nov,24.35
congo(democratic),1981,12_Dec,24.51
congo(democratic),1982,01_Jan,24.36
congo(democratic),1982,02_Feb,24.64
congo(democratic),1982,03_Mar,24.98
congo(democratic),1982,04_Apr,24.88
congo(democratic),1982,05_May,24.15
congo(democratic),1982,06_Jun,23.52
congo(democratic),1982,07_Jul,22.9
congo(democratic),1982,08_Aug,23.4
congo(democratic),1982,09_Sep,24.12
congo(democratic),1982,10_Oct,23.87
congo(democratic),1982,11_Nov,24.0
congo(democratic),1982,12_Dec,24.38
congo(democratic),1983,01_Jan,24.29
congo(democratic),1983,02_Feb,25.52
congo(democratic),1983,03_Mar,25.66
congo(democratic),1983,04_Apr,25.32
congo(democratic),1983,05_May,24.94
congo(democratic),1983,06_Jun,23.79
congo(democratic),1983,07_Jul,23.29
congo(democratic),1983,08_Aug,23.49
congo(democratic),1983,09_Sep,24.27
congo(democratic),1983,10_Oct,24.37
congo(democratic),1983,11_Nov,24.36
congo(democratic),1983,12_Dec,23.98
congo(democratic),1984,01_Jan,23.66
congo(democratic),1984,02_Feb,24.66
congo(democratic),1984,03_Mar,24.86
congo(democratic),1984,04_Apr,24.62
congo(democratic),1984,05_May,24.45
congo(democratic),1984,06_Jun,23.86
congo(democratic),1984,07_Jul,22.95
congo(democratic),1984,08_Aug,23.71
congo(democratic),1984,09_Sep,24.26
congo(democratic),1984,10_Oct,24.71
congo(democratic),1984,11_Nov,24.0
congo(democratic),1984,12_Dec,23.96
congo(democratic),1985,01_Jan,24.8
congo(democratic),1985,02_Feb,24.1
congo(democratic),1985,03_Mar,24.78
congo(democratic),1985,04_Apr,24.2
congo(democratic),1985,05_May,24.15
congo(democratic),1985,06_Jun,23.34
congo(democratic),1985,07_Jul,22.92
congo(democratic),1985,08_Aug,23.55
congo(democratic),1985,09_Sep,24.02
congo(democratic),1985,10_Oct,24.29
congo(democratic),1985,11_Nov,24.2
congo(democratic),1985,12_Dec,24.13
congo(democratic),1986,01_Jan,24.14
congo(democratic),1986,02_Feb,24.65
congo(democratic),1986,03_Mar,24.4
congo(democratic),1986,04_Apr,24.66
